user,task,attempt,start_time,text_system,text_user,asr_hypothesis,speaker,rating,asr_confidence,asr_time,barge-in,n_sys_words,n_user_words,sysTurnDuration,userTurnDuration,system_speech_act,WER,WER_moved,num_turns,num_sorry,mean_WER,mean_asr_conf,sum_barge,mean_sys_words,SSA_sorry,SSA_info,SSA_confirm
15,5,1,144,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
15,5,1,147,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS",,,s,,,,0,19,,9,,,,0,7,0,0.1666666667,0,1,49.2,,,
16,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt ihr Anliegen,",,,s,3,,,0,53,,23,,ASKFORINFO WELCOME NAV,,,1,0,,,0,53,0,0,0
16,5,1,23,,"Tarifwechsel,",,u,3,0,,0,,1,,2,,0.5,,1,0,,0,0,,,,
16,5,1,27,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln?",,,s,4,,,0,14,,6,,INFO ASKFORINFO,,0.5,1,0,0.5,,0,14,0,1,0
16,5,1,33,Sa-,"Xtra Nonstop,",,u s,4,0,,1,1,2,1,1,,0.5,,1,0,,0,1,1,,,
16,5,1,36,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatliche Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,3,,,0,126,,54,,INFO ASKCONFIRM,,0.5,1,0,0.5,,0,126,0,1,1
16,5,1,90,,"Ja,",,u,3,0,,0,,1,,0,,0,,1,0,,0,0,,,,
16,5,1,92,"Vielen Dank, Sofern Sie über entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren,",,,s,4,,,0,36,,16,,ASKFORINFO,,0,1,0,0,,0,36,0,0,0
16,5,1,108,Sie bekommen,"Xtra Weekend aktivieren,",,u s,4,0,,1,2,3,2,2,,0.6666666667,,1,0,,0,1,2,,,
16,5,1,112,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,3,,,0,63,,28,,INFO ASKCONFIRM,,0.6666666667,1,0,0.6666666667,,0,63,0,1,1
16,5,1,140,,"Ja,",,u,3,0,,0,,1,,0,,0,,1,0,,0,0,,,,
16,5,1,145,"Sie gelangen ohne Änderungen wieder an den Start des SPrachportals wenn Sie Hauptmenü sagen,",,,s,,,,0,14,,6,,NAV,,0,,,,,,,0,0,0
16,5,1,151,Bitte,"Option Xtra Weekend buchen,",option xtra weekend buchen,u s,2,75,160,1,1,4,5,5,,0,,2,0,0,75,1,7.5,,,
16,5,1,158,Würden Sie das bitte noch einmal wiederholen?,,,s,,,,0,7,,2,,SORRY,,0,,,,,,,1,0,0
16,5,1,160,,Option Xtra Weekend buchen,,u,,0,,0,,4,,3,,0.75,,,,,,,,,,
16,5,1,164,"#NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,15,,7,,ASKFORINFO NAV,,0.75,,,,,,,0,0,0
16,5,1,171,,"Option Xtra Weekend,",,u,,0,,0,,3,,2,,0.6666666667,,,,,,,,,,
16,5,1,176,"Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen anhören, Was möchten Sie tun?",,,s,,,,0,16,,8,,ASKFORINFO,,0.6666666667,,,,,,,0,0,0
16,5,1,184,,"Einstellung ändern,",,u,,0,,0,,2,,1,,0.5,,,,,,,,,,
16,5,1,188,"Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,55,,25,,ASKCONFIRM,,0.5,,,,,,,0,0,1
16,5,1,213,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
16,5,1,218,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start,",,,s,,,,0,26,,12,,NAV,,0,9,1,0.3833333333,0,0,23.8,0,0,0
17,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,,,,0,53,,23,,ASKFORINFO WELCOME NAV,,,,,,,,,0,0,0
17,5,1,23,,"Tarifwechsel,",tarif wechseln,u,,71,25,0,,1,,1,,0.5,,,,,,,,,,
17,5,1,26,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card,",,,s,,,,0,25,,12,,INFO ASKFORINFO,,0.5,,,,,,,0,1,0
17,5,1,38,Wenn Sie mehr über,Ta-,das tarif xtra nonstop,s u,,70,42,1,4,1,1,1,,3,,,,,,,,,,
17,5,1,39,,"Tarif Xtra Nonstop,",,u,,0,,0,,3,,2,,0.6666666667,3,,,,,,,,,
17,5,1,43,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,,,,0,126,,53,,INFO ASKCONFIRM,,0.6666666667,,,,,,,0,1,1
17,5,1,96,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
17,5,1,99,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren,",,,s,,,,0,38,,16,,ASKFORINFO,,0,,,,,,,0,0,0
17,5,1,115,Sie bekommen ü-,"Xtra Weekend aktivieren,",,s u,,0,,1,3,3,2,2,,0.6666666667,,,,,,,,,,
17,5,1,119,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,63,,27,,INFO ASKCONFIRM,,0.6666666667,,,,,,,0,1,1
17,5,1,146,,"Ja,",ja,u,,89,150,0,,1,,1,,0,,,,,,,,,,
17,5,1,152,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start,",,,s,,,,0,26,,12,,NAV,,0,12,0,0.8055555556,38.3333333333,2,42.25,0,0,0
18,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach,",,,s,,,,0,46,,20,,WELCOME NAV,,,,,,,,,0,0,0
18,5,1,23,,"Tarifwechsel,",ich mochte ein information,u,,56,29,0,,1,,2,,1.5,,,,,,,,,,
18,5,1,28,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card, Wenn Sie mehr über die Tarife wissen wollen sagen Sie Tarifinformation,",,,s,,,,0,36,,18,,INFO ASKFORINFO,,1.5,,,,,,,0,1,0
18,5,1,46,,"Tarif Xtra Nonstop,",,u,,0,,0,,3,,3,,0.6666666667,,,,,,,,,,
18,5,1,51,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,,,,0,126,,53,,INFO ASKCONFIRM,,0.6666666667,,,,,,,0,1,1
18,5,1,104,,"Ja,",einstellungen andern,u,,72,109,0,,1,,1,,1,,,,,,,,,,
18,5,1,107,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren, Sie bekommen übrigens auch jederzeit genauere Infos, Sagen Sie zum Beispiel Infos zu Xtra Nonstop Plus, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,69,,30,,ASKFORINFO NAV,,1,,,,,,,0,0,0
18,5,1,137,,"Option Xtra Weekend aktivieren,",,u,,0,,0,,4,,3,,0.75,,,,,,,,,,
18,5,1,142,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,63,,27,,INFO ASKCONFIRM,,0.75,,,,,,,0,1,1
18,5,1,169,,"Ja,",,u,4,0,,0,,1,,1,,0,,10,0,0.9791666667,25.6,0,68,,,
18,5,1,172,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,33,,14,,ASKFORINFO NAV,,0,1,0,0,,0,33,0,0,0
19,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei,",,,s,,,,0,17,,8,,WELCOME,,,,,,,,,0,0,0
19,5,1,8,Sie können bei,"Tarif wechseln,",tarif wechseln,s u,,67,13,1,3,2,1,1,,0,,,,,,,,,,
19,5,1,13,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln?",,,s,,,,0,14,,6,,INFO ASKFORINFO,,0,,,,,,,0,1,0
19,5,1,19,Sagen Sie bitte en-,"Tarif Xtra Nonstop,",tarif xtra nonstop,s u,4,72,23,1,4,3,3,3,,0,,4,0,0,69.5,2,9.5,,,
19,5,1,23,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren",,,s,,,,0,36,,15,,ASKCONFIRM,,0,,,,,,,0,0,1
19,5,1,38,und a-,"Nein,",nein,u s,,67,42,1,2,1,1,1,,0,,,,,,,,,,
19,5,1,42,"Damit verlassen Sie diesen Dialogzweig ohne Änderungen, #NS Sie befinden sich nun wieder am Start,",,,s,1,,,0,15,,8,,NAV,,0,3,0,0,67,1,17.6666666667,0,0,0
19,5,1,50,Was kan-,"Tarifwechsel,",tarif wechseln,u s,1,74,55,1,2,1,1,1,,0.5,,1,0,,74,1,2,,,
19,5,1,55,In welchen unserer aktuellen Tarife möchten Sie wechseln?,,,s,,,,0,8,,3,,ASKFORINFO,,0.5,,,,,,,0,0,0
19,5,1,58,Sagen S-,"Xtra Nonstop,",option xtra weekend,u s,1,63,63,1,2,2,4,4,,1,,2,0,0.5,63,1,5,,,
19,5,1,63,"Damit verlassen Sie diesen Dialogzweig ohne Änderungen, Xtra Weekend ist noch nicht für Sie eingerichtet, Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen anhören,",,,s,,,,0,27,,12,,INFO ASKFORINFO NAV,,1,,,,,,,0,1,0
19,5,1,75,Was möchten Sie t-,"Tarifwechsel,",tarif wechseln lassen bitte,s u,,52,80,1,4,1,2,2,,1.5,,,,,,,,,,
19,5,1,77,,"Tarifwechsel,",,u,,0,,0,,1,,1,,0.5,1.5,,,,,,,,,
19,5,1,80,In welchen unserer aktuellen Tarife möchten Sie wechseln?,,,s,,,,0,8,,3,,ASKFORINFO,,0.5,,,,,,,0,0,0
19,5,1,83,Sagen Sie bitte entwe-,"Xtra Nonstop,",xtra nonstop,s u,,73,86,1,4,2,2,2,,0,,,,,,,,,,
19,5,1,87,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln",,,s,,,,0,123,,51,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
19,5,1,138,ist das richtig?,J-,ja,s u,,82,144,1,3,1,1,1,ASKCONFIRM,0,,,,,,,,0,0,1
19,5,1,139,,"Ja,",,u,,0,,0,,1,,1,,0,0,,,,,,,,,
19,5,1,144,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren,",,,s,,,,0,38,,16,,ASKFORINFO,,0,,,,,,,0,0,0
19,5,1,160,Sie bekommen in,"Xtra Weekend aktivieren,",xtra weekend aktivieren,u s,,73,165,1,3,3,2,2,,0,,,,,,,,,,
19,5,1,164,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten",,,s,,,,0,60,,27,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
19,5,1,191,ist das richtig?,"Ja,",ja,s u,,75,197,1,3,1,1,1,ASKCONFIRM,0,,,,,,,,0,0,1
19,5,1,192,,"Ja,",,u,,0,,0,,1,,1,,0,0,,,,,,,,,
19,5,1,196,"Vielen Dank,","Ja,",,s u,,0,,1,2,1,1,1,,0,0,,,,,,,,,
19,5,1,197,"Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start,",,,s,2,,,0,24,,11,,NAV,,0,0,0,,,0,,0,0,0
20,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,,,,0,53,,22,,ASKFORINFO WELCOME NAV,,,,,,,,,0,0,0
20,5,1,22,,"Ich möchte die ähm in den Tarif Xtra Nonstop äh wechseln,",,u,,0,,0,,11,,6,,0.9090909091,,,,,,,,,,
20,5,1,29,"Entschuldigung ich konnte Sie leider nicht verstehen, Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz, Bitte wiederholen Sie Ihr Anliegen,",,,s,,,,0,23,,10,,SORRY ASKFORINFO,,0.9090909091,,,,,,,1,0,0
20,5,1,39,,"Tarif Xtra Nonstop wechseln,",tarif xtra nonstop wechseln,u,,72,44,0,,4,,3,,0,,,,,,,,,,
20,5,1,44,"Ihr derzeitiger Tarif ist Xtra Click, Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,,,,0,132,,56,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
20,5,1,100,,"Ja,",ja,u,,78,102,0,,1,,1,,0,,,,,,,,,,
20,5,1,103,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren,",,,s,,,,0,38,,16,,ASKFORINFO,,0,,,,,,,0,0,0
20,5,1,119,Sie bekommen übrigens a-,"Xtra Weekend aktivieren,",,s u,,0,,1,4,3,2,2,,0.6666666667,,,,,,,,,,
20,5,1,122,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,63,,28,,INFO ASKCONFIRM,,0.6666666667,,,,,,,0,1,1
20,5,1,150,,"Ja,",ja,u,,80,153,0,,1,,1,,0,,,,,,,,,,
20,5,1,155,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Si-",,,s,,,,0,32,,13,,NAV,,0,11,1,0.3151515152,46,1,49.2857142857,0,0,0
21,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,,,,0,53,,23,,ASKFORINFO WELCOME NAV,,,,,,,,,0,0,0
21,5,1,23,,"Tarif wechseln,",tarife wechseln,u,,73,28,0,,2,,2,,0,,,,,,,,,,
21,5,1,28,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card, Wenn Sie mehr über die Tarife wissen wollen sagen Sie Tarifinformation,",,,s,,,,0,36,,18,,INFO ASKFORINFO,,0,,,,,,,0,1,0
21,5,1,46,,"Tarif Xtra Nonstop,",tarif xtra nonstop,u,4,62,50,0,,3,,2,,0,,4,0,0,67.5,0,44.5,,,
21,5,1,50,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,,,,0,126,,52,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
21,5,1,102,,"Ja,",ja,u,,84,107,0,,1,,1,,0,,,,,,,,,,
21,5,1,107,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren, Sie bekommen übrigend auch",,,s,,,,0,42,,18,,ASKFORINFO,,0,,,,,,,0,0,0
21,5,1,125,jederzeit genauer-,"Xtra Weekend aktivieren,",xtra weekend aktivieren,s u,,67,130,1,2,3,2,2,,0,,,,,,,,,,
21,5,1,130,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,63,,27,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
21,5,1,157,,"Ja,",ja,u,,77,160,0,,1,,1,,0,,,,,,,,,,
21,5,1,159,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am",,,s,,,,0,25,,12,,NAV,,0,7,0,0,76,1,51.6,0,0,0
24,5,1,0,"#NS Herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind,",,,s,,,,0,13,,6,,WELCOME,,,,,,,,,0,0,0
24,5,1,6,"Dieser Anruf ist kostenfrei,","Tarifoption,",,s u,,0,,1,4,1,2,2,WELCOME,0,,,,,,,,0,0,0
24,5,1,8,"Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,,,,0,36,,15,,ASKFORINFO NAV,,0,,,,,,,0,0,0
24,5,1,23,,"Tarifoption,",tarif option,u,,77,26,0,,1,,2,,1,,,,,,,,,,
24,5,1,26,"Xtra Weekend ist noch nicht für Sie eingerichtet, Gut, Möchten Sie die Einstellung einer Tarifoption ändern oder Informationen zu Tarifoptionen?",,,s,,,,0,20,,10,,INFO ASKFORINFO,,1,,,,,,,0,1,0
24,5,1,36,Sie gelangen wieder,Tarif-,,s u,,0,,1,3,1,4,4,,0,,,,,,,,,,
24,5,1,41,"Entschuldigung ich konnte Sie leider nicht verstehen, Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz, Bitte wiederholen Sie Ihr Anliegen,",,,s,,,,0,23,,9,,SORRY ASKFORINFO,,0,,,,,,,1,0,0
24,5,1,50,,"Tarifeinstellungen ändern,",tarif einstellungen andern,u,4,76,53,0,,2,,2,,0.5,,8,1,0.3333333333,38.25,2,16.5,,,
24,5,1,54,"Ihr derzeitiger Tarif ist Xtra Click, In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card,",,,s,,,,0,25,,12,,INFO ASKFORINFO,,0.5,,,,,,,0,1,0
24,5,1,66,We-,"Tarif Xtra Nonstop,",tarif xtra nonstop,u s,,73,69,1,1,3,2,2,,0,,,,,,,,,,
